ID,Language,Category,Food,ImageFileName,Description,Price,Restrictions,Ingredient
018,JA,スピード,茹でアスパラガス,boiled_asparagus.jpg,茹でたアスパラガス,10000,-,アスパラガス
019,JA,スピード,山芋わさび,yam_wasabi.jpg,山芋とわさびを合わせた料理,10000,わさび,"山芋, わさび"
020,JA,スピード,茹で枝豆,boiled_edamame.jpg,茹でた枝豆,5000,大豆,枝豆
021,JA,スピード,アボカドサラダ,avocado_salad.jpg,アボカドサラダ,11000,-,アボカド
022,JA,スピード,エイヒレ焼き,grilled_skate_fin.jpg,エイヒレを焼いた料理,16000,海産物,エイヒレ
023,JA,スピード,ハニークリームチーズ,honey_cream_cheese.jpg,ハニークリームチーズ,9500,"乳製品, 蜂蜜","クリームチーズ, 蜂蜜"
024,JA,サラダ,シーザーサラダ,caesar_salad.jpg,シーザードレッシングをかけたサラダ,20000,"乳製品, 卵","シーザードレッシング, レタス"
025,JA,サラダ,小魚豆腐サラダ,anchovy_tofu_salad.jpg,小魚と豆腐を合わせたサラダ,20000,"魚, 大豆","小魚, 豆腐"
026,JA,サラダ,カニカマサラダ,crabmeat_salad.jpg,カニカマを合わせたサラダ,20000,カニ,"カニカマ, レタス"
027,JA,サラダ,ポテトサラダ,potato_salad.jpg,ポテトを合わせたサラダ,8000,-,ポテト
028,JA,サラダ,明太クリームチーズポテトサラダ,mentaiko_cream_potato_salad.jpg,明太子とクリームチーズを合わせたポテトサラダ,12000,"乳製品, 魚卵","明太子, クリームチーズ, ポテト"
029,JA,サラダ,トマトサラダ,tomato_salad.jpg,トマトを合わせたサラダ,11000,-,トマト
030,JA,サラダ,セロリ漬け物,celery_tsukemono.jpg,セロリの漬け物,8000,-,セロリ
031,JA,サラダ,きゅうり漬け物,cucumber_tsukemono.jpg,きゅうりの漬け物,8000,-,きゅうり
032,JA,サラダ,たたききゅうり,smashed_cucumber.jpg,たたききゅうり,10000,-,"きゅうり, 海藻"
033,JA,鍋,すき焼き,sea_bass_sukiyaki.jpg,すき焼き,42000,"牛肉, 大豆","牛肉, 野菜"
034,JA,鍋,追加メニュー肉,additional_meat.jpg,すき焼き用追加肉,15000,牛肉,肉
035,JA,鍋,追加メニューうどん,additional_udon_noodles.jpg,うどんの追加,2000,小麦粉,うどん
036,JA,鍋,長崎ちゃんぽん鍋,nagasaki_champon_soup.jpg,長崎風ちゃんぽん鍋,33000,海産物,"海産物, 野菜"
037,JA,鍋,おでん鍋,oden_soup.jpg,おでん鍋,33000,"魚, 大豆","おでん, 野菜"
038,JA,焼き魚,サワラの塩焼き,grilled_spanish_mackerel.jpg,サワラを塩で焼いた料理,16000,魚,"サワラ, 塩"
039,JA,焼き魚,ししゃもの塩焼き,grilled_shishamo.jpg,ししゃもを塩で焼いた料理,15000,魚,"ししゃも, 塩"
040,JA,焼き魚,ホッケの塩焼き,grilled_atka_mackerel.jpg,ホッケを塩で焼いた料理,18000,魚,"ホッケ, 塩"
041,JA,一品料理,和牛タタキ,hanwoo_tataki.jpg,和牛を薄く切って焼いた料理,31000,牛肉,和牛
042,JA,一品料理,しめ鯖,shime_saba.jpg,鯖を酢で締めた料理,17000,魚,"鯖, 酢"
043,JA,一品料理,明太子焼き,grilled_mentaiko.jpg,明太子を焼いた料理,19000,魚卵,明太子
044,JA,一品料理,牛すじの味噌煮込み,hanwoo_tendon_miso_stew.jpg,牛すじを味噌で煮込んだ料理,13000,"牛肉, 大豆","牛すじ, 味噌"
045,JA,一品料理,あさりの酒蒸し,steamed_clams_sake.jpg,あさりを清酒で蒸した料理,16000,貝類,"あさり, 清酒"
046,JA,一品料理,あさりバター焼き,garlic_butter_clams.jpg,あさりをバターで焼いた料理,16000,"貝類, 乳製品","あさり, バター"
047,JA,一品料理,揚げ出し豆腐,agedashi_tofu.jpg,豆腐を揚げてだしにつけた料理,14000,"大豆, 小麦粉","豆腐, だし"
048,JA,一品料理,茄子の味噌炒め,miso_eggplant_stirfry.jpg,茄子を味噌で炒めた料理,11000,大豆,"茄子, 味噌"
049,JA,一品料理,茄子の天ぷら,fried_eggplant.jpg,茄子の天ぷら,11000,小麦粉,茄子
050,JA,一品料理,揚げ出し餅,agedashi_mochi.jpg,餅を揚げてだしにつけた料理,14000,"大豆, 小麦粉, 米","餅, だし"
051,JA,一品料理,卵焼き,tamagoyaki.jpg,卵を巻いて作った料理,14000,卵,卵
052,JA,一品料理,明太子卵焼き,mentaiko_tamagoyaki.jpg,明太子を入れた卵焼き,22000,"卵, 魚卵","卵, 明太子"
053,JA,揚げ物,鶏の唐揚げ,chicken_karaage.jpg,鶏を揚げて作った唐揚げ,22000,"鶏肉, 小麦粉","鶏肉, 小麦粉, 揚げ粉"
054,JA,揚げ物,イカのゲソ揚げ,fried_squid_legs.jpg,イカのゲソを揚げた料理,19000,"海産物, 小麦粉","イカ, 小麦粉, 揚げ粉"
055,JA,揚げ物,タコの唐揚げ,fried_octopus.jpg,タコを揚げた料理,13000,"海産物, 小麦粉","タコ, 小麦粉, 揚げ粉"
056,JA,揚げ物,砂肝の唐揚げ,chicken_gizzard_karaage.jpg,砂肝を揚げた唐揚げ,17000,"鶏肉, 小麦粉","砂肝, 小麦粉, 揚げ粉"
057,JA,揚げ物,明太マヨ揚げ餅,mentaiko_mayo_honey_mochi_fry.jpg,明太子マヨネーズと蜂蜜を入れた揚げ餅,14000,"魚卵, 小麦粉, 蜂蜜","明太子, マヨネーズ, 餅, 蜂蜜"
058,JA,揚げ物,ゴボウスティック,fried_burdock.jpg,ゴボウを揚げた料理,16000,小麦粉,"ゴボウ, 小麦粉, 揚げ粉"
059,JA,揚げ物,さきイカの天ぷら,tempura_dried_squid.jpg,さきイカの天ぷら,14000,"海産物, 小麦粉","さきイカ, 小麦粉, 揚げ粉"
060,JA,揚げ物,ポテトフライ,french_fries.jpg,ポテトフライ,11000,-,"ポテト, 塩, 揚げ油"
061,JA,揚げ物,コウイカの天ぷら,tempura_cuttlefish.jpg,コウイカの天ぷら,25000,"海産物, 小麦粉","コウイカ, 小麦粉, 揚げ粉"
062,JA,揚げ物,カキフライ,fried_oysters.jpg,カキフライ,15000,"貝類, 小麦粉","カキ, 小麦粉, 揚げ粉"
063,JA,揚げ物,アジフライ,fried_horse_mackerel.jpg,アジフライ,20000,"魚, 小麦粉","アジ, 小麦粉, 揚げ粉"
064,JA,揚げ物,エビクリームコロッケ,shrimp_cream_croquette.jpg,エビとクリームを入れたコロッケ,21000,"海産物, 乳製品, 小麦粉","エビ, クリーム, 小麦粉, 揚げ粉"
001,EN,Teppanyaki,Grilled Scallop with Butter,garlic_butter_scallops.jpg,Grilled scallop with butter,31000,"Shellfish, Dairy","Scallop, Butter"
002,EN,Teppanyaki,Grilled Abalone with Butter,garlic_butter_abalone.jpg,Grilled abalone with butter,32000,"Shellfish, Dairy","Abalone, Butter"
003,EN,Teppanyaki,Grilled Korean Beef Sirloin,hanwoo_ribeye_steak.jpg,Grilled Korean beef sirloin,33000,Beef,Korean Beef Sirloin
004,EN,Teppanyaki,Grilled Yam with Butter,butter_grilled_yam.jpg,Grilled yam with butter,15000,Dairy,"Yam, Butter"
005,EN,Teppanyaki,Stir-fried Leek with Egg,garlic_chive_egg_stirfry.jpg,Stir-fried leek with egg,11000,Egg,"Leek, Egg"
006,EN,Teppanyaki,Grilled Cuttlefish with Butter,garlic_butter_cuttlefish.jpg,Grilled cuttlefish with butter,26000,"Seafood, Dairy","Cuttlefish, Butter"
007,EN,Teppanyaki,Grilled Korean Beef Tripe,hanwoo_tripe_grill.jpg,Grilled Korean beef tripe,24000,Beef,Korean Beef Tripe
008,EN,Teppanyaki,Grilled Asparagus with Butter,garlic_butter_asparagus.jpg,Grilled asparagus with butter,19000,Dairy,"Asparagus, Butter"
009,EN,Teppanyaki,Grilled Chicken with Garlic,garlic_grilled_chicken.jpg,Grilled chicken with garlic,20000,Chicken,"Chicken, Garlic"
010,EN,Teppanyaki,Grilled Potato with Bacon and Cheese,potato_bacon_cheese_bake.jpg,Grilled potato with bacon and cheese,15000,"Pork, Dairy","Potato, Bacon, Cheese"
011,EN,Teppanyaki,Dongari Hamburger Steak,dongari_hamburger_steak.jpg,Dongari-style hamburger steak,20000,"Beef, Egg","Beef, Egg"
012,EN,Teppanyaki,Grilled Pork Belly,tonpeiyaki.jpg,Grilled pork belly,15000,Pork,Pork Belly
013,EN,Teppanyaki,Grilled Avocado with Pollock Roe and Cheese,avocado_mentaiko_cheese_grill.jpg,Grilled avocado with pollock roe and cheese,17000,"Dairy, Fish Roe","Avocado, Pollock Roe, Cheese"
014,EN,Teppanyaki,Grilled Dumplings,yaki_gyoza.jpg,Grilled dumplings,11000,"Wheat, Pork","Wheat, Pork"
015,EN,Speed Dish,Crab Miso,kani_miso.jpg,Crab miso,11000,"Shellfish, Soy","Crab, Miso"
016,EN,Speed Dish,Turban Shell with Wasabi,snail_wasabi.jpg,Turban shell with wasabi,9500,"Shellfish, Wasabi","Turban Shell, Wasabi"
017,EN,Speed Dish,Octopus with Wasabi,taco_wasabi.jpg,Octopus with wasabi,11000,"Seafood, Wasabi","Octopus, Wasabi"
018,EN,Speed Dish,Boiled Asparagus,boiled_asparagus.jpg,Boiled asparagus,10000,-,Asparagus
019,EN,Speed Dish,Yam with Wasabi,yam_wasabi.jpg,Yam with wasabi,10000,Wasabi,"Yam, Wasabi"
020,EN,Speed Dish,Boiled Edamame,boiled_edamame.jpg,Boiled edamame,5000,Soy,Edamame
021,EN,Speed Dish,Avocado Salad,avocado_salad.jpg,Avocado salad,11000,-,Avocado
022,EN,Speed Dish,Grilled Stingray Fin,grilled_skate_fin.jpg,Grilled stingray fin,16000,Seafood,Stingray Fin
023,EN,Speed Dish,Honey Cream Cheese,honey_cream_cheese.jpg,Honey cream cheese,9500,"Dairy, Honey","Cream Cheese, Honey"
024,EN,Salad,Caesar Salad,caesar_salad.jpg,Caesar salad with Caesar dressing,20000,"Dairy, Egg","Caesar Dressing, Lettuce"
025,EN,Salad,Small Anchovy Tofu Salad,anchovy_tofu_salad.jpg,Salad with small anchovy and tofu,20000,"Fish, Soy","Anchovy, Tofu"
026,EN,Salad,Crab Stick Salad,crabmeat_salad.jpg,Salad with crab stick,20000,Crab,"Crab Stick, Lettuce"
027,EN,Salad,Potato Salad,potato_salad.jpg,Salad with potato,8000,-,Potato
028,EN,Salad,Pollock Roe Cream Cheese Potato Salad,mentaiko_cream_potato_salad.jpg,Potato salad with pollock roe and cream cheese,12000,"Dairy, Fish Roe","Pollock Roe, Cream Cheese, Potato"
029,EN,Salad,Tomato Salad,tomato_salad.jpg,Salad with tomato,11000,-,Tomato
030,EN,Salad,Pickled Celery,celery_tsukemono.jpg,Pickled celery,8000,-,Celery
031,EN,Salad,Pickled Cucumber,cucumber_tsukemono.jpg,Pickled cucumber,8000,-,Cucumber
032,EN,Salad,Smashed Cucumber Salad,smashed_cucumber.jpg,Smashed cucumber salad,10000,-,"Cucumber, Seaweed"
033,EN,Hot Pot,Sukiyaki,sea_bass_sukiyaki.jpg,Dongari-style sukiyaki,42000,"Beef, Soy","Beef, Vegetables"
034,EN,Hot Pot,Extra Meat,additional_meat.jpg,Extra meat for sukiyaki,15000,Beef,Meat
035,EN,Hot Pot,Extra Udon Noodles,additional_udon_noodles.jpg,Extra udon noodles,2000,Wheat,Udon Noodles
036,EN,Hot Pot,Nagasaki Jjampong Soup,nagasaki_champon_soup.jpg,Nagasaki-style jjampong soup,33000,Seafood,"Seafood, Vegetables"
037,EN,Hot Pot,Fish Cake Soup,oden_soup.jpg,Fish cake soup,33000,"Fish, Soy","Fish Cake, Vegetables"
038,EN,Grilled Fish,Grilled Spanish Mackerel with Salt,grilled_spanish_mackerel.jpg,Grilled Spanish mackerel with salt,16000,Fish,"Spanish Mackerel, Salt"
039,EN,Grilled Fish,Grilled Shishamo with Salt,grilled_shishamo.jpg,Grilled shishamo with salt,15000,Fish,"Shishamo, Salt"
040,EN,Grilled Fish,Grilled Atka Mackerel with Salt,grilled_atka_mackerel.jpg,Grilled atka mackerel with salt,18000,Fish,"Atka Mackerel, Salt"
041,EN,A La Carte,Korean Beef Tataki,hanwoo_tataki.jpg,Thinly sliced grilled Korean beef,31000,Beef,Korean Beef
042,EN,A La Carte,Vinegared Mackerel,shime_saba.jpg,Vinegared mackerel,17000,Fish,"Mackerel, Vinegar"
043,EN,A La Carte,Grilled Pollock Roe,grilled_mentaiko.jpg,Grilled pollock roe,19000,Fish Roe,Pollock Roe
044,EN,A La Carte,Braised Beef Tendon in Soybean Paste,hanwoo_tendon_miso_stew.jpg,Braised beef tendon in soybean paste,13000,"Beef, Soy","Beef Tendon, Soybean Paste"
045,EN,A La Carte,Steamed Clams in Cheongju,steamed_clams_sake.jpg,Steamed clams in Cheongju,16000,Shellfish,"Clams, Cheongju"
046,EN,A La Carte,Grilled Clams with Butter,garlic_butter_clams.jpg,Grilled clams with butter,16000,"Shellfish, Dairy","Clams, Butter"
047,EN,A La Carte,Deep-Fried Tofu in Dashi,agedashi_tofu.jpg,Deep-fried tofu in dashi,14000,"Soy, Wheat","Tofu, Dashi"
048,EN,A La Carte,Stir-fried Eggplant in Soybean Paste,miso_eggplant_stirfry.jpg,Stir-fried eggplant in soybean paste,11000,Soy,"Eggplant, Soybean Paste"
049,EN,A La Carte,Fried Eggplant,fried_eggplant.jpg,Fried eggplant,11000,Wheat,Eggplant
050,EN,A La Carte,Deep-Fried Mochi in Dashi,agedashi_mochi.jpg,Deep-fried mochi in dashi,14000,"Soy, Wheat, Rice","Mochi, Dashi"
051,EN,A La Carte,Rolled Omelette,tamagoyaki.jpg,Rolled omelette,14000,Egg,Egg
052,EN,A La Carte,Rolled Omelette with Pollock Roe,mentaiko_tamagoyaki.jpg,Rolled omelette with pollock roe,22000,"Egg, Fish Roe","Egg, Pollock Roe"
053,EN,Fried Dish,Chicken Karaage,chicken_karaage.jpg,Fried chicken karaage,22000,"Chicken, Wheat","Chicken, Wheat, Frying Powder"
054,EN,Fried Dish,Fried Squid Tentacles,fried_squid_legs.jpg,Fried squid tentacles,19000,"Seafood, Wheat","Squid, Wheat, Frying Powder"
055,EN,Fried Dish,Fried Octopus,fried_octopus.jpg,Fried octopus,13000,"Seafood, Wheat","Octopus, Wheat, Frying Powder"
056,EN,Fried Dish,Fried Chicken Gizzards,chicken_gizzard_karaage.jpg,Fried chicken gizzards karaage,17000,"Chicken, Wheat","Chicken Gizzards, Wheat, Frying Powder"
057,EN,Fried Dish,Fried Mochi with Pollock Roe Mayonnaise and Honey,mentaiko_mayo_honey_mochi_fry.jpg,Fried mochi with pollock roe mayonnaise and honey,14000,"Fish Roe, Wheat, Honey","Pollock Roe, Mayonnaise, Mochi, Honey"
058,EN,Fried Dish,Fried Burdock Sticks,fried_burdock.jpg,Fried burdock sticks,16000,Wheat,"Burdock, Wheat, Frying Powder"
059,EN,Fried Dish,Fried Shredded Dried Squid,tempura_dried_squid.jpg,Fried shredded dried squid,14000,"Seafood, Wheat","Shredded Dried Squid, Wheat, Frying Powder"
060,EN,Fried Dish,French Fries,french_fries.jpg,French fries,11000,-,"Potatoes, Salt, Frying Oil"
061,EN,Fried Dish,Fried Cuttlefish,tempura_cuttlefish.jpg,Fried cuttlefish,25000,"Seafood, Wheat","Cuttlefish, Wheat, Frying Powder"
062,EN,Fried Dish,Fried Oysters,fried_oysters.jpg,Fried oysters,15000,"Shellfish, Wheat","Oysters, Wheat, Frying Powder"
063,EN,Fried Dish,Fried Horse Mackerel,fried_horse_mackerel.jpg,Fried horse mackerel,20000,"Fish, Wheat","Horse Mackerel, Wheat, Frying Powder"
064,EN,Fried Dish,Shrimp Cream Croquettes,shrimp_cream_croquette.jpg,Shrimp cream croquettes,21000,"Seafood, Dairy, Wheat","Shrimp, Cream, Wheat, Frying Powder"
001,YUE,鐵板燒,牛油煎帶子,garlic_butter_scallops.jpg,用牛油煎的帶子,31000,"貝類, 乳製品","帶子, 牛油"
002,YUE,鐵板燒,牛油煎鮑魚,garlic_butter_abalone.jpg,用牛油煎的鮑魚,32000,"貝類, 乳製品","鮑魚, 牛油"
003,YUE,鐵板燒,煎韓牛西冷,hanwoo_ribeye_steak.jpg,煎韓國牛西冷肉,33000,牛肉,韓牛西冷
004,YUE,鐵板燒,牛油煎山藥,butter_grilled_yam.jpg,用牛油煎的山藥,15000,乳製品,"山藥, 牛油"
005,YUE,鐵板燒,韭菜炒蛋,garlic_chive_egg_stirfry.jpg,韭菜炒蛋,11000,雞蛋,"韭菜, 雞蛋"
