ID,Language,Category,Food,ImageFileName,Description,Price,Restrictions,Ingredient
24,KR,전류,새우전,shrimp_pancake.jpg,새우를 넣어 부친 전,20000,"해산물, 글루텐","새우, 반죽(밀가루)"
25,KR,전류,김치전,kimchi_pancake.jpg,김치를 넣어 부친 전,16000,"유제품, 글루텐","김치, 반죽(밀가루)"
26,KR,전류,부추전,chive_pancake.jpg,부추를 넣어 부친 전,16000,글루텐,"부추, 반죽(밀가루)"
27,KR,안주류,어묵모둠,assorted_fish_cake.jpg,다양한 어묵을 골고루 담아낸 요리,22000,"글루텐, 생선","어묵(밀가루), 생선성분"
28,KR,전류,해물파전,seafood_green_onion_pancake.jpg,해물과 파를 넣어 부친 전,22000,"해산물, 글루텐","해물, 파, 반죽(밀가루)"
29,KR,전류,굴전,oyster_pancake.jpg,굴을 넣어 부친 전,23000,"해산물, 글루텐","굴, 반죽(밀가루)"
1,JA,煮込み料理,豚キムチチゲ,kimchi_stew_pork.jpg,豚肉とキムチが入ったピリ辛のチゲ,9000,"豚肉, 乳製品","豚肉, キムチ, 豆腐"
2,JA,煮込み料理,サンマキムチチゲ,kimchi_stew_pacific.jpg,サンマとキムチが入ったピリ辛のチゲ,9000,"魚, 乳製品","サンマ, キムチ, 豆腐"
3,JA,煮込み料理,エゴマスンドゥブチゲ,perilla_soft_tofu.jpg,エゴマの粉とスンドゥブで作った柔らかいチゲ,9000,"乳製品, 大豆","エゴマ, スンドゥブ"
4,JA,スープ,ソルロンタン,seolleongtang.jpg,肉と骨を長時間煮込んだスープ料理,9000,牛肉,"韓牛, 骨"
5,JA,ご飯料理,コッケビビンバ,cockle_bibimbap.jpg,コチュジャンとアサリが絡み合うビビンバ,10000,"甲殻類, 大豆","アサリ, コチュジャン, 豆腐"
6,JA,丼料理,ツナキムチビビンバ,tuna_kimchi_bibimbap.jpg,ツナとキムチが入ったピリ辛のビビンバ,9000,"魚, 乳製品","ツナ, キムチ, 豆腐"
7,JA,ご飯料理,ビビンバ,bibimbap.jpg,様々な野菜とコチュジャンを混ぜて食べる伝統料理,9000,"乳製品, 卵","様々な野菜, 卵, ごま油"
8,JA,麺料理,冷麺+白米,naengmyeon_rice.jpg,冷たい冷麺と白米の組み合わせ,9000,"そば, グルテン","冷麺(そば粉, 小麦粉), 白米"
9,JA,炒め料理,豚肉炒め,spicy_pork_stir_fry.jpg,ピリ辛のタレで炒めた豚肉料理,10000,"豚肉, 乳製品","豚肉, タレ"
10,JA,おつまみ,卵焼き,egg_roll.jpg,柔らかく巻かれた卵焼き,16000,"卵, 乳製品","卵, チーズ"
11,JA,和え物,どんぐりムク和え,acorn_jelly_salad.jpg,どんぐりムクをタレで和えた料理,20000,大豆,"どんぐりムク, タレ"
12,JA,炒め料理,豆腐キムチ,tofu_kimchi.jpg,豆腐とキムチを一緒に炒めた料理,20000,"大豆, 乳製品","豆腐, キムチ, タレ"
13,JA,炒め料理,イカ炒め,stir_fried_squid.jpg,ピリ辛に炒めたイカ料理,20000,海鮮,"イカ, タレ"
14,JA,炒め料理,豚肉炒め,spicy_pork_stir_fry.jpg,ピリ辛のタレで炒めた豚肉料理,20000,豚肉,"豚肉, タレ"
15,JA,和え物,ガンギエイ和え,spicy_fermented_skate.jpg,ガンギエイをタレで和えたピリ辛料理,22000,魚,"ガンギエイ, タレ"
16,JA,おつまみ,つぶ貝+麺,whelk_with_noodles.jpg,つぶ貝と麺をタレで和えた料理,25000,"甲殻類, グルテン","つぶ貝, 麺(小麦粉), タレ"
17,JA,和え物,しじみ和え,spicy_cockle_salad.jpg,しじみをタレで和えた料理,29000,甲殻類,"しじみ, タレ"
18,JA,スープ,ポンデギスープ,beondegi_soup.jpg,ポンデギ（蚕の蛹）を使ったスープ,11000,その他（昆虫成分）,ポンデギ
19,JA,スープ,海鮮卵スープ,seafood_egg_soup.jpg,さまざまな海鮮と卵を入れて作ったスープ料理,18000,"海鮮, 卵","海鮮, 卵"
20,JA,スープ,おでんスープ,fish_cake_soup.jpg,おでんを入れて煮込んだ温かいスープ料理,20000,"グルテン, 魚","おでん(小麦粉), 魚成分"
21,JA,スープ,牛膝スープ,ox_knee_soup.jpg,牛膝を長時間煮込んだスープ料理,20000,牛肉,牛膝
22,JA,煮込み料理,豚キムチチゲ,kimchi_stew_pork.jpg,豚肉とキムチを使ったピリ辛のチゲ,23000,"豚肉, 乳製品","豚肉, キムチ, 豆腐"
23,JA,煮込み料理,サンマキムチチゲ,kimchi_stew_pacific.jpg,サンマとキムチを使ったピリ辛のチゲ,23000,"魚, 乳製品","サンマ, キムチ, 豆腐"
24,JA,チヂミ,海老チヂミ,shrimp_pancake.jpg,エビを入れて焼いたチヂミ,20000,"海鮮, グルテン","エビ, 生地(小麦粉)"
25,JA,チヂミ,キムチチヂミ,kimchi_pancake.jpg,キムチを入れて焼いたチヂミ,16000,"乳製品, グルテン","キムチ, 生地(小麦粉)"
26,JA,チヂミ,ニラチヂミ,chive_pancake.jpg,ニラを入れて焼いたチヂミ,16000,グルテン,"ニラ, 生地(小麦粉)"
27,JA,おつまみ,おでん盛り合わせ,assorted_fish_cake.jpg,さまざまなおでんを盛り付けた料理,22000,"グルテン, 魚","おでん(小麦粉), 魚成分"
28,JA,チヂミ,海鮮ネギチヂミ,seafood_green_onion_pancake.jpg,海鮮とネギを入れて焼いたチヂミ,22000,"海鮮, グルテン","海鮮, ネギ, 生地(小麦粉)"
29,JA,チヂミ,カキチヂミ,oyster_pancake.jpg,カキを入れて焼いたチヂミ,23000,"海鮮, グルテン","カキ, 生地(小麦粉)"
1,EN,Stew,Pork Kimchi Stew,kimchi_stew_pork.jpg,A spicy stew with pork and kimchi,9000,"Pork, Dairy","Pork, Kimchi, Tofu"
2,EN,Stew,Pacific Saury Kimchi Stew,kimchi_stew_pacific.jpg,A spicy stew with pacific saury and kimchi,9000,"Fish, Dairy","Pacific Saury, Kimchi, Tofu"
3,EN,Stew,Perilla Soft Tofu Stew,perilla_soft_tofu.jpg,A soft stew made with perilla powder and soft tofu,9000,"Dairy, Soy","Perilla, Soft Tofu"
4,EN,Soup,Seolleongtang,seolleongtang.jpg,A broth soup made by boiling beef and bones for a long time,9000,Beef,"Hanwoo, Bones"
5,EN,Rice Dish,Cockle Bibimbap,cockle_bibimbap.jpg,Bibimbap with cockles and sauce,10000,"Shellfish, Soy","Cockles, Sauce, Tofu"
6,EN,Rice Bowl,Tuna Kimchi Bibimbap,tuna_kimchi_bibimbap.jpg,Spicy bibimbap with tuna and kimchi,9000,"Fish, Dairy","Tuna, Kimchi, Tofu"
7,EN,Rice Dish,Bibimbap,bibimbap.jpg,A traditional dish of mixed vegetables and gochujang (red chili paste),9000,"Dairy, Eggs","Various Vegetables, Eggs, Sesame Oil"
8,EN,Noodles,Naengmyeon + Rice,naengmyeon_rice.jpg,A combination of cold noodles and rice,9000,"Buckwheat, Gluten","Naengmyeon (Buckwheat, Wheat Flour), Rice"
9,EN,Stir-fry,Spicy Pork Stir-fry,spicy_pork_stir_fry.jpg,Spicy stir-fried pork with sauce,10000,"Pork, Dairy","Pork, Sauce"
10,EN,Side Dish,Rolled Omelette,egg_roll.jpg,Softly rolled omelette,16000,"Eggs, Dairy","Eggs, Cheese"
11,EN,Salad,Acorn Jelly Salad,acorn_jelly_salad.jpg,Acorn jelly mixed with sauce,20000,Soy,"Acorn Jelly, Sauce"
12,EN,Stir-fry,Tofu Kimchi,tofu_kimchi.jpg,Stir-fried tofu and kimchi,20000,"Soy, Dairy","Tofu, Kimchi, Sauce"
13,EN,Stir-fry,Stir-fried Squid,stir_fried_squid.jpg,Spicy stir-fried squid,20000,Seafood,"Squid, Sauce"
14,EN,Stir-fry,Spicy Pork Stir-fry,spicy_pork_stir_fry.jpg,Spicy stir-fried pork with sauce,20000,Pork,"Pork, Sauce"
15,EN,Salad,Spicy Fermented Skate,spicy_fermented_skate.jpg,Spicy skate fish mixed with sauce,22000,Fish,"Skate, Sauce"
16,EN,Side Dish,Whelk with Noodles,whelk_with_noodles.jpg,Whelk and noodles mixed with sauce,25000,"Shellfish, Gluten","Whelk, Noodles (Wheat Flour), Sauce"
17,EN,Salad,Spicy Cockle Salad,spicy_cockle_salad.jpg,Spicy cockle salad mixed with sauce,29000,Shellfish,"Cockles, Sauce"
18,EN,Soup,Beondegi Soup,beondegi_soup.jpg,Soup made with savory beondegi (silkworm pupae),11000,Others (Insect content),Beondegi
19,EN,Soup,Seafood Egg Soup,seafood_egg_soup.jpg,A soup made with various seafood and eggs,18000,"Seafood, Eggs","Seafood, Eggs"
20,EN,Soup,Fish Cake Soup,fish_cake_soup.jpg,Warm soup made with fish cakes,20000,"Gluten, Fish","Fish Cake (Wheat Flour), Fish Content"
21,EN,Soup,Ox Knee Soup,ox_knee_soup.jpg,A soup made by simmering ox knee for a long time,20000,Beef,Ox Knee
22,EN,Stew,Pork Kimchi Stew,kimchi_stew_pork.jpg,Spicy stew made with pork and kimchi,23000,"Pork, Dairy","Pork, Kimchi, Tofu"
23,EN,Stew,Pacific Saury Kimchi Stew,kimchi_stew_pacific.jpg,Spicy stew made with pacific saury and kimchi,23000,"Fish, Dairy","Pacific Saury, Kimchi, Tofu"
24,EN,Pancake,Shrimp Pancake,shrimp_pancake.jpg,Pancake made with shrimp,20000,"Seafood, Gluten","Shrimp, Batter (Wheat Flour)"
25,EN,Pancake,Kimchi Pancake,kimchi_pancake.jpg,Pancake made with kimchi,16000,"Dairy, Gluten","Kimchi, Batter (Wheat Flour)"
26,EN,Pancake,Chive Pancake,chive_pancake.jpg,Pancake made with chives,16000,Gluten,"Chives, Batter (Wheat Flour)"
27,EN,Side Dish,Assorted Fish Cakes,assorted_fish_cake.jpg,A selection of various fish cakes,22000,"Gluten, Fish","Fish Cake (Wheat Flour), Fish Content"
28,EN,Pancake,Seafood Green Onion Pancake,seafood_green_onion_pancake.jpg,Pancake made with seafood and green onions,22000,"Seafood, Gluten","Seafood, Green Onions, Batter (Wheat Flour)"
29,EN,Pancake,Oyster Pancake,oyster_pancake.jpg,Pancake made with oysters,23000,"Seafood, Gluten","Oysters, Batter (Wheat Flour)"
1,YUE,煲仔,豬肉泡菜鍋,kimchi_stew_pork.jpg,用豬肉同泡菜煲嘅辣湯,9000,"豬肉, 乳製品","豬肉, 泡菜, 豆腐"
2,YUE,煲仔,秋刀魚泡菜鍋,kimchi_stew_pacific.jpg,用秋刀魚同泡菜煲嘅辣湯,9000,"魚類, 乳製品","秋刀魚, 泡菜, 豆腐"
3,YUE,煲仔,紫蘇豆腐鍋,perilla_soft_tofu.jpg,用紫蘇粉同嫩豆腐整嘅柔軟湯,9000,"乳製品, 大豆","紫蘇, 嫩豆腐"
4,YUE,湯,牛骨湯,seolleongtang.jpg,用牛肉同骨頭長時間煲嘅湯,9000,牛肉,"韓牛, 骨頭"
5,YUE,飯類,蜆肉拌飯,cockle_bibimbap.jpg,蜆肉拌飯配埋調味汁,10000,"甲殼類, 大豆","蜆肉, 調味汁, 豆腐"
6,YUE,蓋飯,吞拿魚泡菜拌飯,tuna_kimchi_bibimbap.jpg,用吞拿魚同泡菜整嘅辣味拌飯,9000,"魚類, 乳製品","吞拿魚, 泡菜, 豆腐"
7,YUE,飯類,拌飯,bibimbap.jpg,用各種蔬菜同辣椒醬拌勻嘅傳統食物,9000,"乳製品, 雞蛋","各種蔬菜, 雞蛋, 芝麻油"
8,YUE,麵類,冷麵配白飯,naengmyeon_rice.jpg,清涼嘅冷麵同白飯嘅組合,9000,"蕎麥, 麩質","冷麵(蕎麥, 小麥粉), 白飯"
9,YUE,炒菜,辣炒豬肉,spicy_pork_stir_fry.jpg,用辣味醬炒豬肉,10000,"豬肉, 乳製品","豬肉, 醬料"
10,YUE,小食,蛋卷,egg_roll.jpg,柔軟嘅蛋卷,16000,"雞蛋, 乳製品","雞蛋, 芝士"
11,YUE,涼拌菜,橡子粉涼拌,acorn_jelly_salad.jpg,用橡子粉同調味醬拌嘅涼拌菜,20000,大豆,"橡子粉, 調味醬"
12,YUE,炒菜,豆腐泡菜,tofu_kimchi.jpg,炒豆腐同泡菜,20000,"大豆, 乳製品","豆腐, 泡菜, 醬料"
13,YUE,炒菜,辣炒魷魚,stir_fried_squid.jpg,辣炒魷魚,20000,海鮮,"魷魚, 醬料"
14,YUE,炒菜,辣炒豬肉,spicy_pork_stir_fry.jpg,用辣味醬炒豬肉,20000,豬肉,"豬肉, 醬料"
15,YUE,涼拌菜,辣拌鮑魚,spicy_fermented_skate.jpg,辣拌鮑魚,22000,魚類,"鮑魚, 調味醬"
16,YUE,小食,螺肉同麵條,whelk_with_noodles.jpg,螺肉同麵條混埋調味醬,25000,"甲殼類, 麩質","螺肉, 麵條(小麥粉), 調味醬"
17,YUE,涼拌菜,辣拌蜆肉,spicy_cockle_salad.jpg,辣拌蜆肉,29000,甲殼類,"蜆肉, 調味醬"
18,YUE,湯,蠶蛹湯,beondegi_soup.jpg,用蠶蛹整嘅湯,11000,其他（昆蟲成分）,蠶蛹
19,YUE,湯,海鮮蛋湯,seafood_egg_soup.jpg,用各種海鮮同雞蛋整嘅湯,18000,"海鮮, 雞蛋","海鮮, 雞蛋"
20,YUE,湯,魚餅湯,fish_cake_soup.jpg,用魚餅煲嘅溫暖湯,20000,"麩質, 魚類","魚餅(小麥粉), 魚類成分"
21,YUE,湯,牛膝湯,ox_knee_soup.jpg,長時間煲嘅牛膝湯,20000,牛肉,牛膝
22,YUE,煲仔,豬肉泡菜鍋,kimchi_stew_pork.jpg,用豬肉同泡菜煲嘅辣湯,23000,"豬肉, 乳製品","豬肉, 泡菜, 豆腐"
23,YUE,煲仔,秋刀魚泡菜鍋,kimchi_stew_pacific.jpg,用秋刀魚同泡菜煲嘅辣湯,23000,"魚類, 乳製品","秋刀魚, 泡菜, 豆腐"
24,YUE,煎餅,蝦煎餅,shrimp_pancake.jpg,用蝦整嘅煎餅,20000,"海鮮, 麩質","蝦, 麵糊(小麥粉)"
25,YUE,煎餅,泡菜煎餅,kimchi_pancake.jpg,用泡菜整嘅煎餅,16000,"乳製品, 麩質","泡菜, 麵糊(小麥粉)"
26,YUE,煎餅,韭菜煎餅,chive_pancake.jpg,用韭菜整嘅煎餅,16000,麩質,"韭菜, 麵糊(小麥粉)"
27,YUE,小食,魚餅拼盤,assorted_fish_cake.jpg,各種魚餅拼盤,22000,"麩質, 魚類","魚餅(小麥粉), 魚類成分"
28,YUE,煎餅,海鮮蔥煎餅,seafood_green_onion_pancake.jpg,用海鮮同青蔥整嘅煎餅,22000,"海鮮, 麩質","海鮮, 青蔥, 麵糊(小麥粉)"
29,YUE,煎餅,牡蠣煎餅,oyster_pancake.jpg,用牡蠣整嘅煎餅,23000,"海鮮, 麩質","牡蠣, 麵糊(小麥粉)"
1,CN,炖菜,猪肉泡菜汤,kimchi_stew_pork.jpg,用猪肉和泡菜炖的辣汤,9000,"猪肉, 乳制品","猪肉, 泡菜, 豆腐"
2,CN,炖菜,秋刀鱼泡菜汤,kimchi_stew_pacific.jpg,用秋刀鱼和泡菜炖的辣汤,9000,"鱼类, 乳制品","秋刀鱼, 泡菜, 豆腐"
3,CN,炖菜,紫苏豆腐汤,perilla_soft_tofu.jpg,用紫苏粉和嫩豆腐做的柔软汤,9000,"乳制品, 大豆","紫苏, 嫩豆腐"
4,CN,汤,牛骨汤,seolleongtang.jpg,用牛肉和骨头长时间炖煮的汤,9000,牛肉,"韩牛, 骨头"
5,CN,饭类,酱油拌饭,cockle_bibimbap.jpg,酱油拌饭配上调味酱,10000,"贝类, 大豆","贝类, 调味酱, 豆腐"
6,CN,盖饭,金枪鱼泡菜拌饭,tuna_kimchi_bibimbap.jpg,用金枪鱼和泡菜做的辣拌饭,9000,"鱼类, 乳制品","金枪鱼, 泡菜, 豆腐"
7,CN,饭类,拌饭,bibimbap.jpg,用各种蔬菜和辣椒酱拌匀的传统食物,9000,"乳制品, 鸡蛋","各种蔬菜, 鸡蛋, 香油"
8,CN,面类,冷面加白米饭,naengmyeon_rice.jpg,凉爽的冷面和白米饭的组合,9000,"荞麦, 面筋","冷面(荞麦, 小麦粉), 白米"
9,CN,炒菜,辣炒猪肉,spicy_pork_stir_fry.jpg,用辣酱炒猪肉,10000,"猪肉, 乳制品","猪肉, 酱料"
10,CN,小吃,蛋卷,egg_roll.jpg,软软的蛋卷,16000,"鸡蛋, 乳制品","鸡蛋, 芝士"
11,CN,凉拌菜,橡子凉粉,acorn_jelly_salad.jpg,用橡子凉粉和调味酱拌匀的凉菜,20000,大豆,"橡子凉粉, 调味酱"
12,CN,炒菜,豆腐泡菜,tofu_kimchi.jpg,炒豆腐和泡菜,20000,"大豆, 乳制品","豆腐, 泡菜, 酱料"
13,CN,炒菜,辣炒鱿鱼,stir_fried_squid.jpg,辣炒鱿鱼,20000,海鲜,"鱿鱼, 酱料"
14,CN,炒菜,辣炒猪肉,spicy_pork_stir_fry.jpg,用辣酱炒猪肉,20000,猪肉,"猪肉, 酱料"
15,CN,凉拌菜,辣拌黄花鱼,spicy_fermented_skate.jpg,辣拌黄花鱼,22000,鱼类,"黄花鱼, 调味酱"
16,CN,小吃,螺肉拌面,whelk_with_noodles.jpg,螺肉和面条混合调味酱拌匀,25000,"贝类, 面筋","螺肉, 面条(小麦粉), 调味酱"
17,CN,凉拌菜,辣拌贝类,spicy_cockle_salad.jpg,辣拌贝类,29000,贝类,"贝类, 调味酱"
18,CN,汤,蚕蛹汤,beondegi_soup.jpg,用蚕蛹做的汤,11000,其他（昆虫成分）,蚕蛹
19,CN,汤,海鲜蛋汤,seafood_egg_soup.jpg,用各种海鲜和鸡蛋做的汤,18000,"海鲜, 鸡蛋","海鲜, 鸡蛋"
20,CN,汤,鱼糕汤,fish_cake_soup.jpg,用鱼糕炖煮的温暖汤,20000,"面筋, 鱼类","鱼糕(小麦粉), 鱼类成分"
21,CN,汤,牛膝汤,ox_knee_soup.jpg,长时间炖煮的牛膝汤,20000,牛肉,牛膝
22,CN,炖菜,猪肉泡菜汤,kimchi_stew_pork.jpg,用猪肉和泡菜做的辣汤,23000,"猪肉, 乳制品","猪肉, 泡菜, 豆腐"
23,CN,炖菜,秋刀鱼泡菜汤,kimchi_stew_pacific.jpg,用秋刀鱼和泡菜做的辣汤,23000,"鱼类, 乳制品","秋刀鱼, 泡菜, 豆腐"
24,CN,煎饼,虾煎饼,shrimp_pancake.jpg,用虾做的煎饼,20000,"海鲜, 面筋","虾, 面糊(小麦粉)"
25,CN,煎饼,泡菜煎饼,kimchi_pancake.jpg,用泡菜做的煎饼,16000,"乳制品, 面筋","泡菜, 面糊(小麦粉)"
26,CN,煎饼,韭菜煎饼,chive_pancake.jpg,用韭菜做的煎饼,16000,面筋,"韭菜, 面糊(小麦粉)"
27,CN,小吃,鱼糕拼盘,assorted_fish_cake.jpg,各种鱼糕拼盘,22000,"面筋, 鱼类","鱼糕(小麦粉), 鱼类成分"
28,CN,煎饼,海鲜葱煎饼,seafood_green_onion_pancake.jpg,用海鲜和葱做的煎饼,22000,"海鲜, 面筋","海鲜, 葱, 面糊(小麦粉)"
29,CN,煎饼,牡蛎煎饼,oyster_pancake.jpg,用牡蛎做的煎饼,23000,"海鲜, 面筋","牡蛎, 面糊(小麦粉)"
서울스파이스
